water_body_id,water_body_code,water_body_desc,location_id,location_code,location_desc,shape,upper_rm,lower_rm,section
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,1D85617D-D2C5-43EA-967F-624BD21F9F60,RM 165,NA,NA,165,165,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,77133DDA-EE11-408E-AB94-D9B4625C7005,"Drano shack, WA",RM 162,NA,162,162,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,69D04D7B-B299-4F37-990C-2AD71EEAB621,RM 191,NA,NA,191,191,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,55CFBECE-7030-4F7B-9481-A1F7812CA62C,RM 189,NA,NA,189,189,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,20346C1B-294D-4BA4-8CDA-0125DCBCB850,RM 188,NA,NA,188,188,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,905AF220-D26F-4779-8324-45A8B1E16460,RM 187,NA,NA,187,187,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,23F0FC54-4F75-4CA1-93AC-DC13755A0F93,RM 186,NA,NA,186,186,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F716BE16-4383-429D-8277-DBD15D253CF7,RM 183,NA,NA,183,183,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,189D029F-0514-4D01-AE57-693A355689DA,RM 182,NA,NA,182,182,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,A5BE2E0D-E244-4EBE-85BE-DCCA2E56E950,RM 181,NA,NA,181,181,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,59A1011C-568F-486C-950C-BD9E26848C74,RM 180,NA,NA,180,180,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,C67D76A0-E12B-420F-A249-35D625277238,RM 179,NA,NA,179,179,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,2630AF89-8FCA-4C3C-ACAC-7AED9BE7B261,RM 177,NA,NA,177,177,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,A2581236-7829-4AA1-A2C9-AEE53868204B,RM 176,NA,NA,176,176,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,10C15B2B-0B11-4E53-B159-21114696EC5D,RM 175,NA,NA,175,175,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,CD7988A5-B3B5-4763-AF48-2336ED36E28A,RM 174,NA,NA,174,174,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,576FF570-D970-4CEC-B709-DA166ED8AF5A,RM 173,NA,NA,173,173,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,B2784265-31C8-42FD-AECB-D8610C04A07B,RM 171,NA,NA,171,171,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,1A770EC5-9D2B-4BC4-9499-E30235117011,RM 169,NA,NA,169,169,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,21C9A1B7-5E06-4EB0-AD44-83E41D726A26,RM 168,NA,NA,168,168,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,8E13B613-EAD0-4AE6-BD53-7342CA23E462,RM 167,NA,NA,167,167,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,40FCD453-60AC-4FE9-BE3A-0EA2166BB7B6,RM 166,NA,NA,166,166,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,11A68762-8885-4D66-8397-65F0AB01A64F,RM 164,NA,NA,164,164,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,43318380-3B86-4373-B0D9-5CDAFD78B81A,RM 163,NA,NA,163,163,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,DC8802A5-2301-42E0-8812-D023E9144FD3,RM 162,NA,NA,162,162,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,2B6B83B2-119D-4A14-A672-B79390F84428,RM 161,NA,NA,161,161,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,631886A5-6DA9-4E6A-BC85-D66DAB5EA4C2,RM 160,NA,NA,160,160,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,74CBBDE0-A1C0-4589-B02A-3354EECA07D5,RM 159,NA,NA,159,159,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,BFD068A3-3675-4FC3-AF04-047748BE3814,RM 158,NA,NA,158,158,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,71CD7D15-9ADD-488F-87FC-7A7F70AF07EE,RM 157,NA,NA,157,157,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,BBA60085-7187-4F02-8A72-70E27B250459,RM 156,NA,NA,156,156,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F90F4370-1F65-495E-BB39-33E7B35ED4B4,RM 155,NA,NA,155,155,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,589CCAC7-F9AB-4DD5-A53F-D221F10A9D7F,RM 154,NA,NA,154,154,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,1AF4B346-BCC7-411F-BE4B-DD7BECC9B3A9,RM 150,NA,NA,150,150,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,544B3CAA-FA76-4230-A9C9-666184237404,RM 148,NA,NA,148,148,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F62A75C2-22FB-4818-AAC7-0715D495713A,RM 146,NA,NA,146,146,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,80DBB15F-4C5C-4E09-88AE-1BB37F1ABEA6,"Dallesport Ramp, WA",RM 189,NA,189,189,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,D7B9BE97-EC22-46C8-A26D-0418A166FBE4,RM 190,NA,NA,190,190,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,E220CB30-A848-43FD-900A-5F2F3690447D,RM 185,NA,NA,185,185,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,FFCAA959-8126-4053-B798-791A2D2FC52A,RM 184,NA,NA,184,184,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,9AFAEB7E-B212-4512-A01B-85E774F46858,"Doug's Beach, WA",RM 183,NA,183,183,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,AF152933-A5F2-4677-89CF-CE1807B4E808,"Rowena, OR",RM 182,NA,182,182,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,56675D77-6147-4EAB-92C0-76A53DAB394B,RR tunnel - Klickitat mouth,RM 179,NA,180,179,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,EB0974BE-779A-47FC-95FA-473BB76770D4,RM 178,NA,NA,178,178,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,A1A9B2DD-DCB3-4BC5-AA6A-D75DAEA21340,Rowland Lake - Memaloose Island,RM 177,NA,177,177,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,E1009704-AC2F-408B-93F3-C8BF82088AF5,Mosier - Rowland Lake,RM 174,NA,175,174,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,DF112120-8D9F-4075-97B4-EFE487C29673,RM 172,NA,NA,172,172,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F2F5800E-34D8-49F3-BBC1-E32729A6800E,Koberg - Bingen,RM 171,NA,171,171,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,999361C2-4EC8-4A98-8454-7BABA48E8AA0,RM 170,NA,NA,170,170,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,81D7070D-F131-425D-B392-3E72529B9668,Wells Island,RM 167,NA,167,167,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,62CFCE5A-F446-4134-8852-1240FFAFCAE8,"Ruthton, OR",RM 165,NA,165,165,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F234DC47-B5FF-49FD-A734-79888CE818AB,WA Tunnels,RM 164,NA,164,164,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,605E2A34-28FD-49C2-AA92-EB0D27252FB8,"Lindsey Cr, OR",RM 158,NA,158,158,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,4D53AD76-B2CD-44C9-B484-487D533EF750,"Wind Mtn, WA",RM 156,NA,156,156,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,2F763E65-9B32-4913-A67D-719FE36A41F5,RM 153,NA,NA,153,153,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,D52040AA-CE4A-469B-A9B2-E6A83DD26C3F,Dog Mtn,RM 159,NA,159,159,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,146E0575-3FED-4A57-9190-807D7DC646B7,RM 152,NA,NA,152,152,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,ED651232-501D-4002-8CDC-EB2B1FBCD897,RM 151,NA,NA,151,151,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,6B5FEAF5-562F-4BBF-87EE-F7810FBD2E64,RM 149,NA,NA,149,149,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,78DDE153-A7CE-4027-B52C-478B17FB30F2,RM 147,NA,NA,147,147,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,BECA88A1-46CB-4900-8BBD-0D3FFB1FAF80,"Pump House, WA",RM 187,NA,187,187,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,C6ABD7BD-46DC-42D7-89D2-D5CD01F01823,"West Mayer Park, OR",RM 181,NA,181,181,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,44374FD6-4C56-4846-8FA2-A661A47B2C00,"Channel marker #54, OR",RM 180,NA,180,180,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,6DD2F74B-8111-4980-864F-73D2A428089B,"Mosier, OR",RM 174,NA,174,174,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,19F16D63-0F9C-4D06-8C08-3E88AE04A619,"Channel Marker #41, WA",RM 173,NA,173,173,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,E4B9DDAC-2DF2-4063-BF87-D558AEA6B188,"Koberg Beach, OR",RM 171,NA,171,171,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,6DE7C9F1-7866-4236-968E-45DE318073F7,"Underwood, WA",RM 168,NA,168,168,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,CD229317-B9DB-48F4-B2F7-C0DF51488101,"Tunnel #4, WA",RM 164,NA,164,164,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,389D1512-8C2D-4600-A610-AAD29F5F301F,"Mitchell Pt, OR",RM 163,NA,163,163,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,3F82FF5F-2CC1-4E2E-B485-A783C020C17A,"13 Mile Pt, WA",RM 159,NA,159,159,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,1CABE8F3-CC52-4D3B-A551-324C657D5259,"Rock Island, OR",RM 158,NA,158,158,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,3498F328-6B6F-4782-926E-5AD588E9C21F,"Collins Pt, WA",RM 157,NA,157,157,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,DC39A0CC-CB70-465D-A5B0-30A22FF2BE85,"Gates, OR",RM 155,NA,155,155,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,4F76C1D8-6048-40C3-AFA1-CE9B3D528F08,"Trotter Pt, OR",RM 154,NA,154,154,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,B7FA524B-A780-4645-8831-9F71E5FC9CAC,"Gravel pit, OR",RM 150,NA,150,150,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,CFB24336-4840-43D4-AA48-362360723E70,Drano Mouth,RM 162,NA,162,162,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,2C189415-D356-4144-8A53-1BF28EB9D0E2,Bonn Pool,Bonneville Pool Reservoir,NA,NA,NA,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,AF711048-25F5-42C6-BC0D-14D22F113E5B,"Home Valley Park, WA",RM 155,NA,155,155,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,90F79F0A-2196-417B-98DA-8DAE9E79FFA2,"Above Doug's Beach, WA",RM 184,NA,184,184,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,C02AEE84-235A-472D-97D2-50497B3A6FDE,"Rowland Lake Heights, WA",RM 176,NA,176,176,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,B17E4255-CCA0-4207-8ABD-5FDF8FC71435,"Mosier View Bluffs, WA",RM 175,NA,175,175,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,CB838547-92A8-4500-8203-68E41174904E,"Spring Creek Hatchery, WA",RM 167,NA,167,167,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,038EA1A6-498B-4A5C-8014-93D39B8121C7,"Shilo, OR",RM 191,NA,191,191,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,9165F50F-F32E-4848-B880-3A72805F60D0,"The Dalles Ramp, OR",RM 190,NA,190,190,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,8B63E961-3D1F-471A-8749-F4D6AB8520EF,"Old Port of The Dalles, OR",RM 189,NA,189,189,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,272C4EB3-D40B-403B-9E42-DA2AD8299DAD,"New Port of The Dalles, OR",RM 187,NA,187,187,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,35D479C7-5542-48EF-B1A2-4E522E94ED5E,"Taylor Lake, OR",RM 186,NA,186,186,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,82D2DB09-0B2F-4ED9-9B12-F83B94E231D0,"18 Mile Island, OR",RM 173,NA,173,173,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,4CF839B5-8F53-42E3-B7E5-E327B9DA5A8B,"HR sailpark, OR",RM 169,NA,169,169,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,95F85BE3-7699-405B-8B4B-973BC95B0A16,"The Hook, OR",RM 168,NA,168,168,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,F53725E0-43D4-446A-8A70-8C5114D4B2D0,"Viento State Park, OR",RM 161,NA,161,161,NA
D18B0D06-4DD8-4033-BA01-6451C1A4E7FF,Bonn Pool,Bonneville Pool Reservoir,3EEA4CEE-E5A7-4D05-89AF-CC8D5F567F0A,"Shellrock Mountain, OR",RM 157,NA,157,157,NA
DB8D6544-46CE-4457-9326-A8210112D638,Lewis - Upper NF,Upper North Fork Lewis River,FF19CE02-E564-4AEE-8975-49616146205D,TieIn - Section #1,From Eagle Cliff Bridge to Muddy River mouth,NA,NA,NA,NA
DB8D6544-46CE-4457-9326-A8210112D638,Lewis - Upper NF,Upper North Fork Lewis River,CB8F1F65-EDA5-481B-AFD8-12163C1C566A,Section #1,From Eagle Cliff Bridge to Muddy River mouth,NA,NA,NA,NA
DB8D6544-46CE-4457-9326-A8210112D638,Lewis - Upper NF,Upper North Fork Lewis River,A4C87F51-61DF-4FDD-B472-E86FDD89F0FB,TieIn - Section #2,From Muddy River to lower falls,NA,NA,NA,NA
DB8D6544-46CE-4457-9326-A8210112D638,Lewis - Upper NF,Upper North Fork Lewis River,1E96E676-42FB-4346-B40E-55AA0AEAE920,Section #2,From Muddy River to lower falls,NA,NA,NA,NA
FBE6E66D-6EBE-4CA8-9BE3-7BECF9DAF71A,Goose Lk,Goose Lake,0DA73E15-976F-4430-8E26-E3EFFC0FC47B,Goose Lake,Entire Goose Lake,NA,NA,NA,NA
D95835A2-66E4-4FF7-8160-8C852035D1F8,Ltl Ash Lk,Little Ash Lake,008E6BD5-AA6A-4947-A095-C09221DCC2DB,Little Ash Lake,Entire Little Ash Lake,NA,NA,NA,NA
9963B00D-9AF8-4F99-9202-BAF35735D8D4,Klineline Pd,Klineline Pond,AC43DE26-0CFC-4B88-BFB2-8C83D9BB9BD1,Klineline Pond,Entire Klineline Pond,NA,NA,NA,NA
0D713282-C65B-466A-ABAF-995F3BF10947,Coldwater Lk,Coldwater Lake,D1ECEB4C-AC9E-430C-A6A8-80103F9CC834,Coldwater Lake,Entire Coldwater Lake,NA,NA,NA,NA
F89ED093-29DA-42A2-9444-0336CB2C3936,Tunnel Lk,Tunnel Lake,2A0742AF-CDAF-4DFB-9AC4-B9FAD9205EC1,Tunnel Lake,Entire Tunnel Lake,NA,NA,NA,NA
1C84BED8-2E87-4359-B6B6-CCF587879A37,Merrill Lk,Merrill Lake,F5E4B274-B33D-407A-96C3-172FF67EE4D0,Merrill Lake,Entire Merrill Lake,NA,NA,NA,NA
812924A3-C0B7-4382-9C09-2EF2B75E57B8,Takhlakh Lk,Takhlakh Lake,F9BD1862-2644-43AB-8D56-229A153CF442,Takhlakh Lake,Entire Takhlakh Lake,NA,NA,NA,NA
6BF847C8-4A93-4925-AB21-F155A2C3B3B1,Kress Lk,Kress Lake,FD6247DB-0B0B-4511-A391-6BBF4B54BD15,Kress Lake,Entire Kress Lake,NA,NA,NA,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,4D5B6A14-131B-433E-9E0B-C787387C67B9,Coweeman - General,Multiple sections or otherwise unspecified.,NA,NA,NA,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,E67234CD-EDA0-47AA-95C3-55763782D928,Coweeman TI2 - Section 2b,"""No Name"" Bridge to Libby Rd. Bridge",NA,14,13,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,87CBEFAE-EAA6-4CBB-9873-E9E09C428A8D,Coweeman TI2 - Section 3a,"Schoolhouse Rd. Bridge to ""No Name"" Bridge",NA,16,14,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,73A756E5-951A-4C4B-8EB7-FD3453782C2B,Coweeman TI1 - Section 1,Gobble Ck. to Allen St.,NA,11,6,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,A54403A7-AB00-46A1-B5C6-149547D2A0B4,Coweeman TI1 - Section 2a,Libby Lane Bridge to Gobble Ck,NA,13,11,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,6927FB3F-BF10-4947-9B9C-D5AE834D55A7,COW 4c,RM24 to Baird Creek (deadline),NA,26,24,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,AAF48AFB-8215-492B-9A7C-B7CC5065BB77,COW 4b,Mulholland Creek to River-mile (RM) 24,NA,24,18,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,15C52117-31F1-45CE-A5F3-A238898AAF18,COW 4a,Painted Rock to mouth of Mulholland Creek,NA,18,16,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,9FB23A54-B531-439C-8E7D-B2EF9485A8A2,COW 3b,Above School House Bridge to Painted Rock,NA,16,16,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,45317B57-A0F1-4DFD-9E5C-934A0950D741,COW 3a,Below School House Bridge,NA,16,16,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,4F607313-DBBD-46FF-82A3-0B4AF315D7AA,COW 2b,Jeep Bridge to Path Rauth Bend,NA,14,13,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,5A68AF00-33EE-45C1-8ABA-DCC42C486257,COW 2a,Below Jeep Bridge,NA,13,13,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,54C4C7AF-D0FC-4544-94B9-8C382D7C3D42,COW 1,Allen St. bend,NA,6,6,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,D72B9716-5166-4FC0-AB14-8EC72E3D12AA,COW TIE-IN 3,Jeep (Libby) Bridge to Allen St.,NA,13,6,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,29536AE2-FEC1-43F5-81BA-1D81FA823C43,COW TIE-IN 2,Schoolhouse Br. to Jeep (Libby) Bridge,NA,16,13,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,CE8F33A0-C494-486C-BF5B-471A3759DCF0,COW TIE-IN 1,RM24 to mouth of Mulholland Ck.,NA,24,18,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,842DCED3-C712-4FC5-9ABB-E133056C6A49,COW 2-2014,Painted Rock to Deadline (Baird Ck),NA,26,16,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,DDB70EEE-D6A5-4461-91BE-9277D1CAA59A,COW 1-2014,Tree Farm to Painted Rock,NA,16,8,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,A29E493D-6DE5-4F3D-A0EB-82E3DB9A6506,COW TIE-IN 2-2014,Schoolhouse Rd. to Allen St.,NA,16,6,NA
E4EFF947-5F68-4623-A631-4D1BF6A4843D,Coweeman,Coweeman River,E659A5B9-8AF7-42C9-B79D-B7072E6866AD,COW TIE-IN 1-2014,Baird to Schoolhouse Rd.,NA,26,16,NA
DCAAE3BD-27E4-41A0-8EE2-8F7731700282,Mineral Lk,Mineral Lake,853C8E65-BA13-467F-8496-EF457B6106D9,Mineral Lake,Entire Mineral Lake,NA,NA,NA,NA
ABA5CA0B-1CD7-43E6-B6A3-0E7A8039C5C4,Mayfield Lk,Mayfield Lake,CD82DE70-E0F6-4F30-BE29-9B03BB8035D0,Mayfield Lake,Entire Mayfield Lake,NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,1A78AD22-5B51-458F-A9E8-4E4E65C0459C,Merwin Total,Boats on the lake and shore anglers,NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,2C4772D6-CCCB-4887-9274-DAD6D9129D06,Cresap Ramp,"SE part of Merwin Reservoir at Cresap Bay Campground, lat/long: 45.968571, -122.386143",NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,52D375CE-51D7-4A49-BA82-FB02C4CBB119,Speelyai Ramp,"NE part of Merwin Reservoir at Speelyai Bay Park, lat/long: 45.981711, -122.419309",NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,7F3ECE7A-979F-4BB1-BA5C-F690CA4ADFCC,M1,Upper 1/3 of Merwin Reservoir,NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,93FF5842-9473-49DE-95BF-20AF4ED53204,M2,Middle 1/3 of Merwin Reservoir,NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,BEB4C822-F72E-4CEA-8E6D-836970638DC5,M3,Lower 1/3 of Merwin Reservoir,NA,NA,NA,NA
57EA056D-E2FD-46B2-8A29-247416D5B3FC,Merwin,Merwin Reservoir,F40D0CD3-BFF7-4700-B312-B571FADC5F8C,Merwin Park,"SW part of the Merwin Reservoir near Merwin Dam, lat/long: 45.956815, -122.561028",NA,NA,NA,NA
C92EDAF1-2C73-4255-B316-C749420EC810,Icehouse Lk,Icehouse Lake,7D6FF026-BB91-409B-8434-F00E39C5372E,Icehouse Lake,Entire Icehouse Lake,NA,NA,NA,NA
