water_body_desc,location_code,section,section_name
Cascade River,Raspberry Hole,1,From mouth to Rockport-Cascade Rd. Bridge
Cascade River,Rockport-Cascade Road Bridge,1,From mouth to Rockport-Cascade Rd. Bridge
Cascade River,Jordan Creek Bridge,1,From mouth to Rockport-Cascade Rd. Bridge
Cascade River,Marblemount Hatchery parking lot,1,From mouth to Rockport-Cascade Rd. Bridge
Cascade River,From mouth to Rockport-Cascade Rd. Bridge,1,From mouth to Rockport-Cascade Rd. Bridge
